	mean	se_mean	sd	X2.5.	X25.	X50.	X75.	X97.5.	n_eff	Rhat
s_pf[700]	0.9249388	0.006053869	0.2707372	0.4867343	0.7257524	0.8918239	1.093278	1.534952	2000	1.001432
s_pf[701]	0.9519153	0.006703201	0.2997763	0.4573016	0.7363786	0.9142968	1.128195	1.640292	2000	0.9999145
s_pf[702]	0.967298	0.005645627	0.2524801	0.5537073	0.7891109	0.9432831	1.121739	1.525324	2000	1.000934
s_pf[703]	1.073971	0.007544908	0.3374185	0.5274772	0.8227617	1.030355	1.298477	1.782843	2000	0.9993636
s_pf[704]	0.9751508	0.006914476	0.3092248	0.4681711	0.7528239	0.9365845	1.16413	1.66688	2000	0.9989212
s_pf[705]	0.9847407	0.00690574	0.3088341	0.4689074	0.7636324	0.9581836	1.170424	1.673488	2000	0.9991527
s_pf[706]	0.9614593	0.006835343	0.3056858	0.4562319	0.7428594	0.9316773	1.14621	1.633599	2000	0.9996871
s_pf[707]	0.9934205	0.007147539	0.3196476	0.4694692	0.7594953	0.9569151	1.190474	1.712043	2000	0.9984135
s_pf[708]	0.9648238	0.006949997	0.3108133	0.4420174	0.7509847	0.9378806	1.135518	1.68961	2000	0.9991312
s_pf[709]	0.9750182	0.0068548	0.306556	0.4841146	0.7488958	0.9410777	1.171322	1.653895	2000	1.000578
s_pf[710]	1.074129	0.007300428	0.3264851	0.5279785	0.8426906	1.05282	1.277983	1.773308	2000	0.999671
s_pf[711]	0.9804267	0.006715064	0.3003068	0.4880619	0.7749917	0.9499677	1.158826	1.645201	2000	1.000787
s_pf[712]	1.014624	0.00715698	0.3200699	0.4875657	0.7780134	0.9837821	1.210183	1.715944	2000	1.001174
s_pf[713]	0.9224622	0.006667208	0.2981666	0.4338958	0.7151784	0.8931973	1.091962	1.599527	2000	1.000952
s_pf[714]	1.087032	0.006987361	0.3124843	0.5716258	0.8618684	1.055037	1.287154	1.780213	2000	0.9983506
s_pf[715]	0.9321821	0.00644156	0.2880753	0.4516926	0.7173279	0.906936	1.110176	1.55073	2000	1.001819
s_pf[716]	0.9138834	0.006620275	0.2960677	0.4247696	0.7080107	0.8846991	1.079837	1.563436	2000	1.000144
s_pf[717]	1.619386	0.007179835	0.321092	1.069003	1.388676	1.597806	1.81983	2.318887	2000	1.000956
s_pf[718]	0.7714188	0.005258707	0.2067827	0.4279488	0.6245968	0.7478325	0.8943868	1.231343	1546.217	1.000883
s_pf[719]	1.016609	0.007050811	0.3153219	0.5013228	0.7878172	0.9862657	1.202091	1.719277	2000	0.9998825
s_pf[720]	0.9654802	0.005900305	0.2638697	0.5233142	0.7757482	0.9478703	1.122508	1.548715	2000	0.9998441
s_pf[721]	0.9236234	0.006642264	0.2970511	0.4417165	0.7093891	0.8854923	1.0998	1.604567	2000	0.9992595
s_pf[722]	0.9130393	0.005755377	0.2573883	0.5050027	0.7269808	0.887114	1.067345	1.491679	2000	0.9998651
s_pf[723]	1.074027	0.007338433	0.3281847	0.5088933	0.8403641	1.043843	1.283619	1.797199	2000	1.001629
s_pf[724]	0.9637925	0.006693546	0.2993445	0.453528	0.7513884	0.9389089	1.149307	1.6418	2000	0.9992121
s_pf[725]	1.12007	0.005856679	0.2619186	0.6859277	0.9379353	1.098821	1.279705	1.719204	2000	1.000085
s_pf[726]	1.233493	0.006060245	0.2710224	0.7908677	1.035721	1.200187	1.402284	1.862745	2000	1.001057
s_pf[727]	0.7996626	0.005005381	0.2238475	0.4462827	0.6432025	0.7730661	0.9326629	1.304568	2000	1.000138
s_pf[728]	1.464075	0.006731216	0.3010291	0.9473596	1.248177	1.445316	1.650866	2.114302	2000	0.9987133
s_pf[729]	0.9140693	0.005873008	0.2626489	0.4641965	0.7224879	0.8958911	1.071855	1.489521	2000	1.000517
s_pf[730]	0.9128572	0.006562545	0.2934859	0.4352258	0.6892276	0.8880532	1.103398	1.565505	2000	0.9988279
s_pf[731]	0.9307337	0.00617776	0.2762778	0.4877775	0.7309122	0.9006706	1.106758	1.543911	2000	1.000113
s_pf[732]	1.119508	0.007433857	0.3324522	0.5448438	0.8807512	1.093577	1.321245	1.840758	2000	0.9993287
s_pf[733]	0.982584	0.006787234	0.3035343	0.4949605	0.7686311	0.9415345	1.151009	1.667455	2000	1.00026
s_pf[734]	0.9926228	0.006953684	0.3109782	0.4718341	0.7771939	0.9657356	1.175268	1.681549	2000	0.9987319
s_pf[735]	1.092561	0.007353261	0.3288478	0.5297189	0.8539442	1.071355	1.293676	1.831041	2000	0.9993874
s_pf[736]	0.9044881	0.006539139	0.2924392	0.4287085	0.6966943	0.8729814	1.084923	1.557391	2000	0.9986009
s_pf[737]	0.9301429	0.006530048	0.2920326	0.4580757	0.7169229	0.8967179	1.111941	1.577839	2000	0.9998373
s_pf[738]	0.985547	0.006872829	0.3073623	0.4696463	0.7662851	0.9565016	1.173417	1.660539	2000	0.9988279
